review_text,sentiment,review_length,word_count,rating,helpfulness_score,verified_purchase,date
Awkward to use and unreliable.,0,30,5,4,68.58471038028844,1,2023-02-04 08:00:00
The shipping time was also very quick!,1,38,7,5,63.90482131401717,1,2023-02-04 09:00:00
Not as good as I had hoped.,0,27,7,4,61.3935734053769,1,2023-02-04 10:00:00
Good case!.,1,11,2,5,75.90000948715476,1,2023-02-04 11:00:00
Doesn't Work.,0,13,2,3,65.57245355408654,1,2023-02-04 12:00:00
Really good product.,1,20,3,5,64.37545632889193,1,2023-02-04 13:00:00
Unfortunately it did not work.,0,30,5,3,50.76926197419307,1,2023-02-04 14:00:00
All three broke within two months of use.,0,41,8,3,60.23743482878469,1,2023-02-04 15:00:00
dont buy it.,0,12,3,3,61.40586856357571,0,2023-02-04 16:00:00
"My father has the V265, and the battery is dying.",0,49,10,3,61.964683426907015,0,2023-02-04 17:00:00
"However, the ear pads come off easily and after only one week I lost one.",0,73,15,4,67.40517107681997,1,2023-02-04 18:00:00
"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,127,24,4,66.00807640180635,1,2023-02-04 19:00:00
"Horrible, horrible protector.",0,29,3,4,68.23715278380334,1,2023-02-04 20:00:00
I don't like this Nokia either.,0,31,6,4,72.94649784626385,1,2023-02-04 21:00:00
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,108,21,3,74.3895721614828,0,2023-02-04 22:00:00
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,75,16,2,71.54369228679484,1,2023-02-04 23:00:00
It would take too long to describe how bad my customer service experience has been with Amazon.,0,95,17,3,78.66571087864804,1,2023-02-05 00:00:00
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,67,10,2,50.54697748029085,1,2023-02-05 01:00:00
Terrible.. My car will not accept this cassette.,0,48,8,4,55.87333957050638,1,2023-02-05 02:00:00
"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,124,23,3,50.22688624934426,1,2023-02-05 03:00:00
It's not what it says it is.,0,28,7,4,69.4242414246381,0,2023-02-05 04:00:00
Stay Away From the Q!.,0,22,5,3,76.94091646849961,1,2023-02-05 05:00:00
Used and dirty.,0,15,3,4,57.30446889728898,1,2023-02-05 06:00:00
Very unreliable service from T-mobile !,0,39,6,2,77.8110363438892,1,2023-02-05 07:00:00
Not good enough for the price.,0,30,6,2,51.80802170868682,1,2023-02-05 08:00:00
I bought two of them and neither will charge.,0,45,9,2,78.03308080416542,0,2023-02-05 09:00:00
It looks very nice.,1,19,4,5,60.548680617189035,0,2023-02-05 10:00:00
"This is an excellent tool, especially when paired with your phone's auto-answer.",1,80,12,4,53.0426248534765,1,2023-02-05 11:00:00
I have read other's reviews here but I haven't had any problem with it.,1,71,14,5,64.57615277558978,1,2023-02-05 12:00:00
These products cover up the important light sensor above the ear outlet.,0,72,12,2,57.703297031615236,0,2023-02-05 13:00:00
Comfortable in my hand.,1,23,4,4,58.54618705885768,0,2023-02-05 14:00:00
Just does not work.,0,19,4,3,59.218698947788596,1,2023-02-05 15:00:00
Poor Reliability.,0,17,2,3,74.0907769349799,0,2023-02-05 16:00:00
(It works!),1,11,2,4,66.17483830025763,1,2023-02-05 17:00:00
"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,93,18,3,59.339230974680106,1,2023-02-05 18:00:00
"Terrible product, and waste of money!",0,37,6,2,68.31001349932755,1,2023-02-05 19:00:00
Last time buying from you.,0,26,5,3,71.4845202266958,0,2023-02-05 20:00:00
It was a waste of my money.,0,27,7,4,58.17872002200601,0,2023-02-05 21:00:00
So far it has worked like a charm.,1,34,8,5,62.40647304576055,1,2023-02-05 22:00:00
"I have only had it for a few weeks, but so far, so good.",1,56,14,5,53.656582800108424,1,2023-02-05 23:00:00
"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,145,28,5,55.43448048604041,1,2023-02-06 00:00:00
Would recommend this item.,1,26,4,5,70.43353561894949,0,2023-02-06 01:00:00
It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,88,13,4,55.44315043086881,1,2023-02-06 02:00:00
"Nice case, feels good in your hands.",1,36,7,5,65.7549015100118,1,2023-02-06 03:00:00
The item received was Counterfeit.,0,34,5,4,71.27138785167298,1,2023-02-06 04:00:00
"Just really good.. So far, probably the best BT headset I have ever had.",1,72,14,5,53.206307692842316,1,2023-02-06 05:00:00
Works fine.,1,11,2,5,67.01936658886711,1,2023-02-06 06:00:00
I received my headset in good time and was happy with it.,1,57,12,5,57.69688351104091,1,2023-02-06 07:00:00
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,101,19,4,78.8878062571274,0,2023-02-06 08:00:00
My sister has one also and she loves it.,1,40,9,5,64.50636940159774,1,2023-02-06 09:00:00
Good Quality.,1,13,2,5,74.17977649325474,0,2023-02-06 10:00:00
This is by far the worst purchase I've made on Amazon.,0,54,11,4,66.50679626468785,1,2023-02-06 11:00:00
Excellent dual-purpose headset.,1,31,3,4,51.302375985644574,1,2023-02-06 12:00:00
Excellent!.,1,11,1,5,68.99454126782067,0,2023-02-06 13:00:00
Does not work for listening to music with the cingular 8125.,0,60,11,2,78.54210026619971,1,2023-02-06 14:00:00
"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,86,15,5,68.04835460438994,0,2023-02-06 15:00:00
"The bottowm line...another worthless, cheap gimmick from Sprint.",0,64,8,4,74.57566578280371,1,2023-02-06 16:00:00
Having trouble with volume.,0,27,4,4,76.52619390045223,1,2023-02-06 17:00:00
The only good thing was that it fits comfortably on small ears.,1,63,12,4,56.84239315846797,0,2023-02-06 18:00:00
WARNING - DO NOT BUY!!.,0,23,5,2,56.3613451972468,1,2023-02-06 19:00:00
"I am pairing this with my iphone, and I could not be happier with it so far.",1,76,17,5,68.32942966552974,1,2023-02-06 20:00:00
"When it opens, the battery connection is broken and the device is turned off.",0,77,14,3,62.33085409420114,0,2023-02-06 21:00:00
"I didn't want the clip going over the top of my ear, causing discomfort.",0,72,14,2,75.19583908600161,0,2023-02-06 22:00:00
Best headset ever!!!.,1,21,3,5,77.00069370194034,1,2023-02-06 23:00:00
Don't trust their website and don't expect any helpful support.,0,63,10,2,60.60264137908155,1,2023-02-07 00:00:00
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,134,24,5,57.10611676923446,1,2023-02-07 01:00:00
The speaker is of low quality so as making the ring tones sound very cheap.,0,75,15,2,73.41576545731586,0,2023-02-07 02:00:00
"Fits comfortably, came with three sizes of earbud tips.",1,55,9,4,58.244181066444085,0,2023-02-07 03:00:00
Excellent product for the price.,1,32,5,4,74.67842955541035,1,2023-02-07 04:00:00
Bad Reception.,0,14,2,3,62.71214760946289,0,2023-02-07 05:00:00
This product is very High quality Chinese CRAP!!!!!!,0,52,8,3,70.02649697874412,0,2023-02-07 06:00:00
It was quite comfortable in the ear.,1,36,7,5,52.86605941504005,0,2023-02-07 07:00:00
Great phone.,1,12,2,4,68.7157797402972,1,2023-02-07 08:00:00
Don't buy this product - It fails!.,0,35,7,3,63.55303036211687,1,2023-02-07 09:00:00
Everything about this product is wrong.First,0,44,6,3,67.59825389526422,1,2023-02-07 10:00:00
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,136,25,4,55.0404262323459,1,2023-02-07 11:00:00
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,103,18,4,72.10621234832547,1,2023-02-07 12:00:00
Terrible phone holder.,0,22,3,2,75.88391232629685,1,2023-02-07 13:00:00
The cutouts and buttons are placed perfectly.,1,45,7,5,56.50219400272327,0,2023-02-07 14:00:00
I love being able to use one headset for both by land-line and cell.,1,68,14,4,52.871436665604854,1,2023-02-07 15:00:00
Problem is that the ear loops are made of weak material and break easily.,0,73,14,4,50.709157581390095,1,2023-02-07 16:00:00
Not nearly as good looking as the AMAZON picture makes it look.,0,63,12,2,69.25914501329798,1,2023-02-07 17:00:00
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,135,23,5,68.21282108266342,1,2023-02-07 18:00:00
How stupid is that?,0,19,4,4,66.4009223814221,1,2023-02-07 19:00:00
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,103,21,5,56.95841288347926,0,2023-02-07 20:00:00
Seller shipped quickly and much cheaper than the competitors.,1,61,9,5,61.72717987716544,1,2023-02-07 21:00:00
"Good show, Samsung.",1,19,3,5,67.8342900555852,1,2023-02-07 22:00:00
So I bought about 10 of these and saved alot of money.,1,54,12,4,64.90300576577508,1,2023-02-07 23:00:00
It always cuts out and makes a beep beep beep sound then says signal failed.,0,76,15,2,79.63356560644662,1,2023-02-08 00:00:00
Couldn't figure it out,0,22,4,3,54.093192576701995,1,2023-02-08 01:00:00
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,142,26,2,70.85433662142782,0,2023-02-08 02:00:00
So I had to take the battery out of the phone put it all back together and then restart it.,0,91,20,2,62.12956304312876,1,2023-02-08 03:00:00
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,123,25,4,62.84598844776844,0,2023-02-08 04:00:00
Leopard Print is wonderfully wild!.,1,35,5,4,71.52793296974528,1,2023-02-08 05:00:00
Works for me.,1,13,3,5,70.77308453973109,1,2023-02-08 06:00:00
"Saggy, floppy piece of junk.",0,28,5,4,79.73767981106565,1,2023-02-08 07:00:00
much better than the hard plastic cases.,1,40,7,5,53.85182868362376,1,2023-02-08 08:00:00
It also had a new problem.,0,26,6,3,53.12328948152499,1,2023-02-08 09:00:00
Happy so far!.,1,14,3,5,71.73016451386223,0,2023-02-08 10:00:00
cool phone.,1,11,2,5,67.35160751019228,1,2023-02-08 11:00:00
Works good.,1,11,2,5,58.224819996794174,0,2023-02-08 12:00:00
Motorola finally got the voice quality of a bluetooth headset right.,1,68,11,5,52.3825810696696,1,2023-02-08 13:00:00
It looses connection to the phone even when it is within a couple feet between the two.,0,87,17,3,52.56974748789292,0,2023-02-08 14:00:00
"but it is great, i would really recommend it",1,44,9,4,76.82572623992354,0,2023-02-08 15:00:00
Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,69,14,3,55.756019741562284,1,2023-02-08 16:00:00
As I said above....PRETTY USELESS!,0,34,5,3,59.701146863465624,0,2023-02-08 17:00:00
Never got it!!!!!,0,17,3,4,56.79969206680964,1,2023-02-08 18:00:00
This pair of headphones is the worst that I have ever had sound-wise.,0,69,13,4,60.64988917495812,1,2023-02-08 19:00:00
[...] down the drain because of a weak snap!,0,44,9,4,52.0827152823828,0,2023-02-08 20:00:00
Does not charge the Cingular (ATT) 8525 phone.,0,46,8,4,65.5717937272481,1,2023-02-08 21:00:00
"You get extra minutes so that you can carry out the call and not get cut off.""",1,78,17,5,52.02837690776645,0,2023-02-08 22:00:00
"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,148,26,4,74.01069523467085,0,2023-02-08 23:00:00
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,91,22,3,57.01136245731299,1,2023-02-09 00:00:00
The headset fulfills my requirements so I am happy with my purchase.,1,68,12,5,66.20035743813531,0,2023-02-09 01:00:00
Logitech Bluetooth Headset is a 10!.,1,36,6,5,76.40237262684374,1,2023-02-09 02:00:00
"I like the fact that it rests lightly against your ear, rather than inside.",1,75,14,4,69.52632107141582,0,2023-02-09 03:00:00
A lot of websites have been rating this a very good phone and so do I.,1,70,16,5,65.98873359654006,0,2023-02-09 04:00:00
I have tried these cables with my computer and my iPod and it works just fine.,1,78,16,5,59.73001259346127,1,2023-02-09 05:00:00
"The mic there is a joke, and the volume is quite low.",0,53,12,3,59.990057391745935,1,2023-02-09 06:00:00
I'm returning them.,0,19,3,4,70.0846086559457,0,2023-02-09 07:00:00
I does not maintain a connection with the computer while it is on my lap.,0,73,15,4,79.82418083663502,1,2023-02-09 08:00:00
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,99,21,5,69.85517569548136,0,2023-02-09 09:00:00
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,93,20,4,66.73350252110075,1,2023-02-09 10:00:00
"Otherwise, easy to install and use, clear sound.",1,48,8,5,71.91951530717739,1,2023-02-09 11:00:00
nice leather.,1,13,2,4,63.95616836851154,1,2023-02-09 12:00:00
I had to purchase a different case.,0,35,7,3,51.80427027802356,1,2023-02-09 13:00:00
It is a joy to use.,1,19,6,5,66.86890447633729,1,2023-02-09 14:00:00
Very much disappointed with this company.,0,41,6,2,78.7287585351614,1,2023-02-09 15:00:00
Very satisifed with that.,1,25,4,4,55.25908827072979,1,2023-02-09 16:00:00
It didn't charge for me.,0,24,5,4,70.70014672461997,1,2023-02-09 17:00:00
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,86,20,5,56.028010659771695,0,2023-02-09 18:00:00
Buttons are too small.,0,22,4,3,66.07483053419244,1,2023-02-09 19:00:00
Just reading on the specs alone makes you say WOW.,1,50,10,5,52.90029348940159,1,2023-02-09 20:00:00
Love it.. Great armband.,1,24,4,4,63.511128087745554,1,2023-02-09 21:00:00
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,102,20,4,72.68489986685738,1,2023-02-09 22:00:00
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,75,13,2,60.42714572716946,1,2023-02-09 23:00:00
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,84,15,4,69.94735173461655,0,2023-02-10 00:00:00
I was very impressed with the price of the cases.,1,49,10,5,73.86349882369188,0,2023-02-10 01:00:00
Also makes it easier to hold on to.,1,35,8,5,77.81533458438358,1,2023-02-10 02:00:00
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,129,25,4,57.039262455663604,1,2023-02-10 03:00:00
It's pretty easy.,1,17,3,4,61.97947747427924,1,2023-02-10 04:00:00
I cannot make calls at certain places.,0,38,7,3,54.57248039991252,1,2023-02-10 05:00:00
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,94,17,4,79.77450506475125,1,2023-02-10 06:00:00
Beautiful styling though.,1,25,3,5,77.81002903772887,1,2023-02-10 07:00:00
This company charge me a restocking fee and still not given me my refund back.,0,78,15,3,66.19871390841679,0,2023-02-10 08:00:00
I'm trying to return it for a refund.,0,37,8,3,75.26099883129264,0,2023-02-10 09:00:00
I plugged it in only to find out not a darn thing worked.,0,57,13,4,65.62873931816127,1,2023-02-10 10:00:00
Excellent product.,1,18,2,4,68.70757064008279,1,2023-02-10 11:00:00
Earbud piece breaks easily.,0,27,4,4,52.6737329634805,0,2023-02-10 12:00:00
Lousy product.,0,14,2,3,72.65811261490424,1,2023-02-10 13:00:00
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,89,18,2,53.831404509057045,1,2023-02-10 14:00:00
It is the best charger I have seen on the market yet.,1,53,12,4,74.78202890757585,1,2023-02-10 15:00:00
SWEETEST PHONE!!!,1,17,2,5,73.46084263011159,1,2023-02-10 16:00:00
":-)Oh, the charger seems to work fine.",1,38,7,5,71.26234093228929,1,2023-02-10 17:00:00
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,124,25,5,51.08481141574286,0,2023-02-10 18:00:00
Not enough volume.,0,18,3,4,59.09385067835986,1,2023-02-10 19:00:00
Echo Problem....Very unsatisfactory,0,35,3,4,57.893377097325285,1,2023-02-10 20:00:00
you could only take 2 videos at a time and the quality was very poor.,0,69,15,2,60.80409222414557,0,2023-02-10 21:00:00
don't waste your money.,0,23,4,3,52.62928240291516,1,2023-02-10 22:00:00
I am going to have to be the first to negatively review this product.,0,69,14,2,78.10873469093188,1,2023-02-10 23:00:00
Adapter does not provide enough charging current.,0,49,7,2,66.61406722137129,1,2023-02-11 00:00:00
"There was so much hype over this phone that I assumed it was the best, my mistake.",0,82,17,2,59.165729319740706,1,2023-02-11 01:00:00
You also cannot take pictures with it in the case because the lense is covered.,0,79,15,2,61.9094455122285,0,2023-02-11 02:00:00
Phone falls out easily.,0,23,4,3,63.41607621514507,1,2023-02-11 03:00:00
"It didn't work, people can not hear me when I talk.",0,51,11,2,68.01783000081852,1,2023-02-11 04:00:00
The text messaging feature is really tricky to use.,0,51,9,3,65.47038283089493,1,2023-02-11 05:00:00
I'm really disappointed all I have now is a charger that doesn't work.,0,70,13,3,77.58175919643253,0,2023-02-11 06:00:00
Painful on the ear.,0,19,4,4,64.90890448717491,1,2023-02-11 07:00:00
Lasted one day and then blew up.,0,32,7,3,79.76474044469938,1,2023-02-11 08:00:00
disappointed.,0,13,1,4,75.54274873235288,0,2023-02-11 09:00:00
Kind of flops around.,0,21,4,3,56.255315430720074,0,2023-02-11 10:00:00
The screen does get smudged easily because it touches your ear and face.,0,72,13,3,77.91785643931749,1,2023-02-11 11:00:00
What a piece of junk.. I lose more calls on this phone.,0,55,12,3,53.490991936564285,1,2023-02-11 12:00:00
Item Does Not Match Picture.,0,28,5,4,74.52349125473575,1,2023-02-11 13:00:00
The only thing that disappoint me is the infra red port (irda).,0,63,12,4,61.41869880429741,1,2023-02-11 14:00:00
"You can not answer calls with the unit, never worked once!",0,58,11,2,76.33922961335209,1,2023-02-11 15:00:00
